"","DVSN_Name","DVSN_ID","DVSN_Type","DVSN_Date","DVSN_Loc","DVSN_Vol_Tot","Unit","Unmapped?"
"1531","Rio Pitanga",3938,"River",NA,NA,NA,NA,NA
"1532","Rio Poxim",3939,"River",NA,NA,NA,NA,NA
"1533","Ibura",3940,"Groundwater",NA,"-10.885399,-37.08787",NA,NA,NA
"1534","Xindian Creek - Zhitan weir",3941,"River",NA,"24.926227,121.532081",2603,"10^3 m^3",NA
"1535","Xinshan Reservoir",3943,"Reservoir",NA,"25.132852,121.70989",10000,"10^3 m^3",NA
"1536","Xishi Reservoir",3944,"Reservoir",NA,"25.086959,121.73579",437,"10^3 m^3",NA
"1537","Feitsui Reservoir",3945,"Reservoir",NA,"24.90987,121.581702",335336,"10^3 m^3",NA
"1538","Yushan weir",3946,"River",NA,"24.929603,121.34172",4397,"10^3 m^3",NA
"1539","North main stem of Dongjiang River",3947,"River",NA,"23.097181,114.189577",NA,NA,NA
"1540","Guangzhou segment of Pearl River",3948,"River",NA,"23.212636,113.192139",NA,NA,NA
"1541","Liuxi River",3949,"River",NA,"23.270365,113.233595",NA,NA,NA
"1542","Shunde segment of Beijiang River",3950,"River",NA,"22.897525,113.087082",NA,NA,NA
"1543","Chongqing groundwater",3951,"Groundwater",NA,"29.646288,106.530304",NA,NA,NA
"1544","Yangtze River",3952,"River",NA,"30.309078,114.088061",NA,NA,NA
"1545","Han River",3953,"River",NA,"30.636287,113.838487",NA,NA,NA
"1546","Yuqiao Reservoir (Han River fed)",3954,"Reservoir",NA,"40.033135,117.452087",NA,NA,NA
"1547","Daheiting Reservoir (Luan River fed)",3955,"Reservoir",NA,"40.208639,118.314342",NA,NA,NA
"1548","Weihe at Linqing",3956,"River",NA,"36.809766,115.674362",NA,NA,NA
"1549","End of South Canal at Haihe",3957,"River",NA,"39.149199,117.184371",NA,NA,NA
"1550","Yellow River intake for Grand Canal",3958,"River",NA,"36.137372,116.120746",NA,NA,NA
"1551","Tianjin groundwater",3959,"Groundwater",NA,"39.193948,117.018127",NA,NA,NA
"1552","Tianjin recycled water",3960,"Recycled water",NA,NA,NA,NA,"Recycled water returned to water system"
"1553","Bohai sea",3961,"Ocean",NA,"39.093831,117.932739",NA,NA,NA
"1554","Tongsha Reservoir",3962,"Reservoir",NA,"22.98139,113.802137",NA,NA,NA
"1555","Xinfengjiang Reservoir - Dongshen transfer",3963,"Reservoir",NA,"23.729412,114.643879",NA,NA,NA
"1556","DongJiang River",3964,"River",NA,"23.092918,113.820505",NA,NA,NA
"1557","Dongguan groundwater",3965,"Groundwater",NA,"23.016074,113.774929",NA,NA,NA
"1558","Shahe",3966,"River",NA,"30.709335,104.079924",NA,NA,NA
"1559","Baitiao River",3967,"River",NA,"30.866757,103.908155",NA,NA,NA
"1560","Dongfeng canal",3968,"River",NA,"30.633112,104.187555",NA,NA,NA
"1561","Baoshi Reservoir",3969,"Reservoir",NA,"30.536649,104.28081",NA,NA,NA
"1562","Qingbai River",3970,"River",NA,"30.912608,104.154768",NA,NA,NA
"1563","Pihe",3971,"River",NA,"30.786972,104.170303",NA,NA,NA
"1564","Jinma River",3972,"River",NA,"30.616124,104.08473",NA,NA,NA
"1565","Chengdu groundwater",3973,"Groundwater",NA,"30.749507,104.100266",NA,NA,NA
"1566","Yangtze River",3974,"River",NA,"31.963086,118.637409",NA,NA,NA
"1567","Zhengzhou recycled water",3975,"Recycled water",NA,NA,NA,NA,"Recycled water returned to water system"
"1568","Laoshan Reservoir",3976,"Reservoir",NA,"36.260054,120.480194",NA,NA,NA
"1569","Jihongtan Reservoir",3977,"Reservoir",NA,"36.367876,120.217037",NA,NA,NA
"1570","Xiaozhushan Reservoir",3978,"Reservoir",NA,"36.023349,120.053015",NA,NA,NA
"1571","Shuyuan Reservoir",3979,"Reservoir",NA,"36.311356,120.549073",NA,NA,NA
"1572","Jilihe Reservoir",3980,"Reservoir",NA,"35.799994,119.636393",NA,NA,NA
"1573","Tieshan Reservoir",3981,"Reservoir",NA,"35.933124,119.898605",NA,NA,NA
"1574","Douyazi Reservoir",3982,"Reservoir",NA,"35.762811,119.763508",NA,NA,NA
"1575","Dagu River",3983,"River",NA,"36.479966,120.177126",NA,NA,NA
"1576","Yellow River",3984,"River",NA,"36.169061,116.209259",NA,NA,NA
"1577","Qingdao alluvial aquifers",3985,"Alluvial Aquifer",NA,"36.132884,120.473328",NA,NA,NA
"1578","Qingdao groundwater",3986,"Groundwater",NA,"36.187767,120.588684",NA,NA,NA
"1579","Pacific Ocean",3987,"Ocean",NA,"36.030221,120.381317",NA,NA,NA
"1580","Qingdao recycled water",3988,"Recycled water",NA,NA,NA,NA,"Recycled water returned to water system"
"1581","Xinlicheng Reservoir",3989,"Reservoir",NA,"43.692701,125.365677",NA,NA,NA
"1582","Shitou Koumen Reservoir",3990,"Reservoir",NA,"43.825115,125.81955",NA,NA,NA
"1583","Yitong River",3991,"River",NA,"43.822081,125.347652",NA,NA,NA
"1584","Songhua River",3992,"River",NA,"44.832257,125.809937",NA,NA,NA
"1585","Changchun alluvial aquifers",3993,"Alluvial Aquifer",NA,"43.961191,125.362587",NA,NA,NA
"1586","Changchun groundwater",3994,"Groundwater",NA,"44.012324,125.174103",NA,NA,NA
"1587","Changchun recycled water",3995,"Recycled water",NA,NA,NA,NA,"Recycled water returned to water system"
"1588","Rio Parnaíba",3996,"River",NA,NA,NA,NA,NA
"1589","Rio Vargem do Braço",3997,"River",NA,NA,NA,NA,NA
"1590","Rio Cubatão",3998,"River",NA,NA,NA,NA,NA
"1591","Embalse Pao - Las Balsas",3999,"Reservoir",NA,"9.586194,-68.150475",403,"million m^3",NA
"1592","Embalse de Zuata",4000,"Reservoir",NA,"10.208165,-67.386974",NA,NA,NA
"1593","Embalse de Camatagua",4001,"Reservoir",NA,"9.818006,-66.952427",NA,NA,NA
"1594","Maracay groundwater",4002,"Groundwater",NA,"10.336536,-67.594124",NA,NA,NA
"1595","Lago Alajuela",4003,"Lake",NA,"9.208696,-79.612734",NA,NA,NA
"1596","Gurara Dam",4004,"Reservoir",NA,"9.658292,7.734268",850,"million m^3",NA
"1597","Lower Usuma Dam",4005,"Reservoir","1987","9.199885,7.417461",100,"million m^3",NA
"1598","Jabi Dam",4006,"Reservoir","1981","9.068704,7.417825",6,"million m^3",NA
"1599","Barrage Dkhila",4007,"Reservoir","1981","30.569947,-9.285177",NA,NA,NA
"1600","Ahmar Boudhar well field",4008,"Groundwater",NA,"30.501491,-9.230431",NA,NA,NA
"1601","Iguidar well field",4009,"Groundwater",NA,"30.576339,-8.399437",NA,NA,NA
"1602","Local Agadir wells",4010,"Groundwater",NA,"30.356138,-9.532211",NA,NA,NA
"1603","Barrage Moulay Abdellah",4011,"Reservoir","2007","30.765144,-9.682072",NA,NA,NA
"1604","Mahakam River",4012,"River",NA,"-0.504399,117.12651",NA,NA,NA
"1605","Waduk Benanga",4013,"Reservoir",NA,"-0.409795,117.193473",NA,NA,NA
"1606","Karang Mumus",4014,"River",NA,"-0.471473,117.156281",NA,NA,NA
"1607","Embalse San Roque",4015,"Reservoir",NA,"-31.373572,-64.448574",210,"hm^3",NA
"1608","Embalse Los Molinos",4016,"Reservoir",NA,"-31.820288,-64.524171",307,"hm^3",NA
"1609","Cordoba groundwater",4017,"Groundwater",NA,"-31.364191,-64.274247",NA,NA,NA
"1610","Reka Kukazar",4018,"River",NA,"56.02525,59.704117",NA,NA,NA
"1611","Reedinskiy prud",4019,"River",NA,"56.792606,59.930023",NA,NA,NA
"1612","Volchikhinskoye vodokhranilishche",4020,"River",NA,"56.766649,60.160339",NA,NA,NA
"1613","Prud Verkh-Isetskiy",4021,"River",NA,"56.867366,60.45079",NA,NA,NA
"1614","Ozero Isetskoye",4022,"River",NA,"56.992462,60.419483",NA,NA,NA
"1615","Mosul Dam - Tigris River",4023,"Reservoir",NA,"36.639774,42.878051",NA,NA,NA
"1616","Mosul groundwater",4024,"Groundwater",NA,"36.384254,43.094451",NA,NA,NA
"1617","Doroudzan Dam",4025,"Reservoir",NA,"30.200927,52.33847",NA,NA,NA
"1618","Shiraz groundwater",4026,"Alluvial Aquifer",NA,"29.599432,52.582098",NA,NA,NA
"1619","Lourens River",4027,"River",NA,"-34.073493,18.891714",NA,NA,NA
"1620","Lake Dunlap",4028,"River",NA,"29.656134,-98.068263",NA,NA,NA
"1621","Medina Lake",4029,"Reservoir",NA,"29.545908,-98.931812",NA,NA,NA
"1622","Lakewood Reservoir",4030,"Reservoir",NA,"39.990635,-105.500167",NA,NA,NA
"1623","Michigan River",4031,"River",NA,"40.50238, -105.90437",NA,NA,NA
"1624","Joe Wright Reservoir",4032,"Reservoir",NA,"40.557113,-105.872353",NA,NA,NA
"1625","Carter Lake",4033,"Reservoir",NA,"40.327048,-105.219696",NA,NA,NA
"1626","Cape Fear River - Wilmington",4034,"River",NA,"34.319338,-78.027847",NA,NA,NA
"1627","Cedar River Alluvial Aquifer - Waterloo",4035,"River",NA,"42.514879,-92.370354",NA,NA,NA
"1628","Susquehanna River - Binghampton",4036,"River",NA,"42.098159,-75.961282",NA,NA,NA
"1629","Susquehanna River - Harrisburg",4037,"River",NA,"40.27468,-76.90604",NA,NA,NA
"1630","Susquehanna River - York",4038,"River",NA,"40.063621,-76.646317",NA,NA,NA
"1631","Cumberland River - Clarksville",4039,"River",NA,"36.500667,-87.318161",NA,NA,NA
"1632","Dakota Sandstone Aquifer - Omaha",4040,"Groundwater",NA,"41.283483,-95.995896",NA,NA,NA
"1633","Sacramento River - Redding",4041,"River",NA,"40.592578,-122.395447",NA,NA,NA
"1634","Ohio River - Evansville",4042,"River",NA,"37.966395,-87.581688",NA,NA,NA
"1635","Ohio River - Louisville",4043,"River",NA,"38.248966,-85.835602",NA,NA,NA
"1636","Ohio River - Huntington",4044,"River",NA,"38.422798,-82.459286",NA,NA,NA
"1637","Rio Grande - Albuquerque",4045,"River",NA,"35.212106,-106.616148",NA,NA,NA
"1638","Rio Grande - Harlingen",4046,"River",NA,"26.036733,-97.794978",NA,NA,NA
"1639","Rio Grande - Laredo",4047,"River",NA,"27.575699,-99.523457",NA,NA,NA
"1640","Rio Grande - McAllen",4048,"River",NA,"26.125157,-98.326191",NA,NA,NA
"1641","Tennessee River - Knoxville",4049,"River",NA,"35.935626,-83.95377",NA,NA,NA
"1642","Tennessee River - Chattanooga",4050,"River",NA,"35.057683,-85.286205",NA,NA,NA
"1643","Missouri River - Omaha",4051,"River",NA,"41.274194,-95.906036",NA,NA,NA
"1644","Yadkin River - Winston-Salem",4052,"River",NA,"36.01967,-80.422939",NA,NA,NA
"1645","Russian River to Mirabel Dam",4053,"River",NA,"38.494226,-122.893186",NA,NA,NA
"1646","Potomac River - Hagerstown",4054,"River",NA,"39.603506,-77.831968",NA,NA,NA
"1647","Mississippi River - New Orleans",4055,"River",NA,"29.970401,-90.262696",NA,NA,NA
"1648","Tuolumne River",4056,"River",NA,"37.672731,-120.444191",NA,NA,NA
"1649","Laguna Creek",4057,"River",NA,"37.00930, -122.12790",NA,NA,NA
"1650","Guar River",4058,"River",NA,NA,NA,NA,NA
"1651","Silpukhuri Beel",4059,"Lake",NA,"26.184498,91.763626",NA,NA,NA
"1652","Dighali Pukhuri",4060,"Lake",NA,"26.187444,91.751116",NA,NA,NA
"1653","Barsola Beel",4061,"Lake",NA,"26.176642,91.748411",NA,NA,NA
"1654","Silsakoo Beel",4062,"Lake",NA,"26.196494,91.720709",NA,NA,NA
"1655","Redhills",4063,"Reservoir",NA,"13.154042,80.176109",NA,NA,NA
"1656","Cholavaram",4064,"Reservoir",NA,"13.227413,80.1497",NA,NA,NA
"1657","Eklutna Lake",4065,"Lake",NA,"61.404648,-149.129032",NA,NA,NA
"1658","Ship Creek",4066,"River",NA,"61.236105,-149.809724",NA,NA,NA
"1659","Anchorage GW",4067,"Groundwater",NA,NA,NA,NA,NA
"1660","Sacramento River - Sacramento",4068,"River",NA,NA,NA,NA,NA
"1661","American River - Sacramento",4069,"River",NA,NA,NA,NA,NA
"1662","Sacramento GW",4070,"Groundwater",NA,NA,NA,NA,NA
"1663","Floridan aquifer",4071,"Groundwater",NA,NA,NA,NA,NA
"1664","Sagamore Lens",4072,"Groundwater",NA,NA,NA,NA,NA
"1665","Jordan River (tributaries)",4073,"River",NA,NA,NA,NA,NA
"1666","Salt Lake City GW",4074,"Groundwater",NA,NA,NA,NA,NA
"1667","Quinapoxet Reservoir",4075,"Reservoir",NA,"42.389788,-71.882411",1100,"million gallons",NA
"1668","Molteno Reservoir",4076,"Reservoir","1881","-33.938269,18.411623",NA,NA,NA
"1669","Khobar desalination plant",4077,"Ocean",NA,"26.177239,50.212313",NA,NA,NA
"1670","Saugatuck Reservoir",4078,"Reservoir","1941","41.24929,-73.349797",NA,NA,NA
"1671","Easton Reservoir",4079,"Reservoir","1926","41.249483,-73.258345",NA,NA,NA
"1672","Hemlocks Reservoir",4080,"Reservoir",NA,"41.208751,-73.283199",NA,NA,NA
"1673","Trap Fall Reservoir",4081,"Reservoir",NA,"41.265259,-73.141872",NA,NA,NA
"1674","Aspetuck Reservoir",4082,"Reservoir",NA,"41.236334,-73.319002",NA,NA,NA
"1675","Far Mill Reservoir",4083,"Reservoir",NA,"41.290964,-73.176017",NA,NA,NA
"1676","West Pequonnock Reservoir",4084,"Reservoir",NA,"41.315669,-73.260581",NA,NA,NA
"1677","Means Brook Reservoir",4085,"Reservoir",NA,"41.316505,-73.157295",NA,NA,NA
"1678","Sebago Lake",4086,"Lake",NA,"43.859039,-70.558716",NA,NA,NA
"1679","Acari system – Xerem/Mantiquira/Tingua",4087,"Reservoir","1903","-22.708898,-43.320135",NA,NA,NA
"1680","Acari system – Rio d'Ouro",4088,"Reservoir","1880","-22.688152,-43.599293",NA,NA,NA
"1681","Acari system – Sao Pedro",4089,"Reservoir","1877","-22.420233,-42.972778",NA,NA,NA
"1682","Tokyo GW",4090,"Groundwater",NA,"35.689091,139.661529",NA,NA,NA
"1683","James River, VA",4091,"River",NA,"37.555805,-77.524351",NA,NA,NA
"1684","Water trucks drawing from various sources",4092,"Groundwater",NA,"2.112427, 45.417367",NA,NA,NA
"1685","Taleghan Dam",4093,"Reservoir",NA,"36.181526, 50.637118",NA,NA,NA
"1686","Mamloo Dam",4094,"Reservoir","2008","35.587256, 51.789967",NA,NA,NA
"1687","Rio Negro",4095,"River",NA,"-3.116335,-60.059888",NA,NA,NA
"1688","Manaus Groundwater",4096,"Groundwater",NA,"-3.101093,-60.03722",NA,NA,NA
"1689","Tagus River",4097,"River",NA,"40.046589,-3.423854",NA,NA,NA
"1690","Rio Paraná",4098,"River",NA,"-33.047347, -60.569964",NA,NA,NA
"1691","Rosario GW",4099,"Groundwater",NA,"-32.985806, -60.715963",NA,NA,NA
"1692","Santa Cruz Bolivia GW",4100,"Groundwater",NA,"-17.780529, -63.153083",NA,NA,NA
"1693","Río Suratá",4101,"River",NA,"7.160502, -73.134640",NA,NA,NA
"1694","Río Tona",4102,"River",NA,"7.151886, -73.082572",NA,NA,NA
"1695","Río Frío",4103,"River",NA,"7.070624, -73.069944",NA,NA,NA
"1696","Barragem Iraí",4105,"Reservoir",NA,"-25.423910, -49.112872",NA,NA,NA
"1697","Rio Iraizinho",4106,"River",NA,NA,NA,NA,"Shown on subbasin map, could not find in aerial images"
"1698","Rio Itaqui",4107,"River",NA,"-25.580253, -49.647421",NA,NA,NA
"1699","Rio Pequeno",4108,"River",NA,"-25.521728, -49.142459",NA,NA,NA
"1700","Barragem Piraquara I",4109,"Reservoir",NA,"-25.505115, -49.027638",NA,NA,NA
"1701","Barragem Piraquara II",4110,"Reservoir",NA,"-25.489372, -49.092014",NA,NA,NA
"1702","Rio Atibaia",4111,"River",NA,"-22.902696, -46.973170",NA,NA,NA
"1703","Rio Capivari",4112,"River",NA,"-23.004217, -47.099036",NA,NA,NA
"1704","Campinas GW",4113,"Groundwater",NA,"-22.907459, -47.022021",NA,NA,NA
"1705","Ribeirão Samambaia",4114,"River",NA,"-16.594013, -49.279966",NA,NA,NA
"1706","Goiânia GW",4115,"Groundwater",NA,"-16.629076, -49.178227",NA,NA,NA
"1707","Ribeirão João Leite",4116,"Reservoir",NA,"-16.563841, -49.212105",NA,NA,NA
"1708","Rio Meia Ponte",4117,"River",NA,"-16.569520, -49.329021",NA,NA,NA
"1709","Rio Guamá",4118,"River",NA,"-1.456448, -48.401472",NA,NA,NA
"1710","Belém GW",4119,"Groundwater",NA,"-1.442828, -48.444473",NA,NA,NA
"1711","Rio Jucu",4120,"River",NA,"-20.409211, -40.379681",NA,NA,NA
"1712","Rio Santa Maria da Vitória",4121,"River",NA,"-20.215868, -40.370214",NA,NA,NA
"1713","Riacho Mãe Isabel",4122,"River",NA,NA,NA,NA,"Could not find exact withdrawal, but this DVSN is upstream of 4144"
"1714","São Luís GW",4123,"Groundwater",NA,"-2.546219, -44.263207",NA,NA,NA
"1715","Rio Itapecuru",4124,"River",NA,"-3.063128, -44.253763",NA,NA,NA
"1716","Lagoa de Extremoz",4125,"Lake",NA,"-5.708015, -35.282231",NA,NA,NA
"1717","Lagoa do Jiqui",4126,"Lake",NA,"-5.917362, -35.199652",NA,NA,NA
"1718","Natal GW",4127,"Groundwater",NA,"-5.756801, -35.282059",NA,NA,NA
"1719","Rio Pratagy",4128,"River",NA,"-9.532374, -35.682976",NA,NA,NA
"1720","Riacho Aviação",4129,"Reservoir",NA,"-9.563755, -35.797653",NA,NA,NA
"1721","Barragem Catolé",4130,"Reservoir",NA,"-9.560749, -35.796402",NA,NA,NA
"1722","Maceió GW",4131,"Groundwater",NA,"-9.652193, -35.722639",NA,NA,NA
"1723","João Pessoa GW",4132,"Groundwater",NA,"-7.149066, -34.861652",NA,NA,NA
"1724","Açude Gramame-Mamuaba",4133,"Reservoir",NA,"-7.293126, -34.960931",NA,NA,NA
"1725","Açude Marés",4134,"Reservoir",NA,"-7.153975, -34.911529",NA,NA,NA
"1726","Rio Mumbaba",4135,"River",NA,"-7.192502, -34.929526",NA,NA,NA
"1727","Rio Cubatão",4136,"River",NA,"-23.881239, -46.444626",NA,NA,NA
"1728","Rio Pilões",4138,"River",NA,NA,NA,NA,"Couldn't find exact withdrawal but this river is a tributary to 4136"
"1729","Ribeirão Passareuva",4139,"River",NA,NA,NA,NA,"Couldn't find exact withdrawal but this river is a tributary to 4136"
"1730","Lago Água Preta",4140,"Reservoir",NA,"-1.428336, -48.416050",NA,NA,NA
"1731","Lago Bolonha",4141,"Reservoir",NA,"-1.420050, -48.433814",NA,NA,NA
"1732","Rio Meirim",4142,"River",NA,"-9.509324, -35.668902",NA,NA,NA
"1733","Barragem do Batatã",4143,"Reservoir",NA,"-2.597993, -44.269309",NA,NA,NA
"1734","Rio Prata",4144,"River",NA,NA,NA,NA,"Could not find exact withdrawal, but this DVSN is upstream of 4143"
"1735","Embalse de Cachinche",4145,"Reservoir",NA,"9.874652, -68.129365",NA,NA,NA
"1736","Embalse de Guataparo",4146,"Reservoir",NA,"10.174493, -68.059584",26.7,"million m^3",NA
"1737","Valencia GW",4147,"Groundwater",NA,"10.236655, -67.955833",NA,NA,NA
"1738","Embalse Tres Rios",4148,"Reservoir","2006","10.621313, -72.420107",180,"million m^3",NA
"1739","Embalse Tulé",4149,"Reservoir","1971","10.897472, -72.109702",267.8,"million m^3",NA
"1740","Embalse Manuelote",4150,"Reservoir","1975","10.933711, -72.231067",211.55,"million m^3",NA
"1741","Embalse Burro Negro",4151,"Reservoir","1960","10.183060, -71.040491",76,"million m^3",NA
"1742","Embalse Machango",4152,"Reservoir","1988","10.098880, -70.964818",109.3,"million m^3",NA
"1743","Embalse Clavellinos",4153,"Reservoir",NA,"10.326014, -63.637809",NA,NA,NA
"1744","Embalse Turimiquire",4154,"Reservoir",NA,"10.175655, -64.296498",NA,NA,NA
"1745","Río Caroní",4155,"River",NA,"8.301460, -62.671679",NA,NA,NA
"1746","Río Pixcayá",4156,"River",NA,"14.882496, -90.544459",NA,NA,NA
"1747","Río Xayá",4157,"River",NA,"14.407015, -91.115020",NA,NA,NA
"1748","Rio Teocinte",4158,"River",NA,"14.633031, -90.387839",NA,NA,NA
"1749","Guatemala City GW",4159,"Groundwater",NA,"14.602599, -90.494335",NA,NA,NA
"1750","Embalse Aromos",4160,"Reservoir",NA,"-32.954708, -71.397468",NA,NA,NA
"1751","Lago Peñuelas",4161,"Reservoir",NA,"-33.147705, -71.554134",NA,NA,NA
"1752","Poza Azul",4162,"Reservoir",NA,"-33.092872, -71.408181",NA,NA,NA
"1753","Río Aconcagua",4163,"River",NA,"-32.840016, -71.024061",NA,NA,NA
"1754","Valparaíso GW",4164,"Groundwater",NA,"-33.052161, -71.618903",NA,NA,NA
"1755","Rio Magdalena at Canal del Dique",4165,"River",NA,"10.253752, -74.909035",NA,NA,NA
"1756","Canal del Dique near Cartagena",4166,"River",NA,"10.142031, -75.309348",NA,NA,NA
"1757","Río Pamplonita",4167,"River",NA,"7.849405, -72.510457",NA,NA,NA
"1758","Río Zulia",4168,"River",NA,"7.848550, -72.635698",NA,NA,NA
"1759","San Salvador GW",4169,"Groundwater",NA,"13.729072, -89.234053",NA,NA,NA
"1760","Rio Lempa",4170,"River",NA,"14.045153, -89.302889",NA,NA,NA
"1761","Hueco and Mesilla GW basins",4171,"Groundwater",NA,"31.687199, -106.412439",NA,NA,NA
"1762","Mérida GW",4172,"Groundwater",NA,"20.914288, -89.578799",NA,NA,NA
"1763","Puebla GW",4173,"Groundwater",NA,"19.043074, -98.243434",NA,NA,NA
"1764","Acuífero del Valle de Querétaro",4174,"Groundwater",NA,"20.751577, -99.541868",NA,NA,NA
"1765","Querétaro recycled water",4175,"Recycled water",NA,NA,NA,NA,"Yes, recycled water"
"1766","Moctezuma River alluvial aquifer",4176,"Alluvial aquifer",NA,"20.751577, -99.541868",NA,NA,NA
"1767","San Luis Potosí GW",4177,"Groundwater",NA,"22.133201, -100.993346",NA,NA,NA
"1768","Presa San Jose",4178,"Reservoir",NA,"22.150155, -101.055208",NA,NA,NA
"1769","Presa Canada del Lobo",4179,"Reservoir",NA,"22.094666, -100.967199",NA,NA,NA
"1770","Presa El Peaje",4180,"Reservoir",NA,"22.092287, -101.100076",NA,NA,NA
"1771","Presa El Potosino",4181,"Reservoir",NA,"22.099206, -101.078532",NA,NA,NA
"1772","Presa San Carlos",4182,"Reservoir",NA,"22.035415, -100.923051",NA,NA,NA
"1773","Presa San Antonio",4183,"Reservoir",NA,"22.034164, -100.857048",NA,NA,NA
"1774","Presa Abelardo L. Rodríguez",4184,"Reservoir","1937","32.444248, -116.908936",137.5,"million m^3",NA
"1775","Presa El Carrizo",4185,"Reservoir","1954","32.480114, -116.696398",40,"million m^3",NA
"1776","Colorado River (via canal)",4186,"River",NA,"32.705998, -114.728770",NA,NA,NA
"1777","Tijuana GW",4187,"Groundwater",NA,"32.497595, -116.995837",NA,NA,NA
"1778","Toluca GW",4188,"Groundwater",NA,"19.306666, -99.654642",NA,NA,NA
"1779","Torreón GW",4189,"Groundwater",NA,"25.540490, -103.386024",NA,NA,NA
"1780","Mendoza GW",4190,"Groundwater",NA,"-32.881626, -68.807599",NA,NA,NA
"1781","Rio Mendoza - Dique Cipoletti",4191,"River",NA,"-33.050686, -68.938172",NA,NA,NA
"1782","Embalse Dos Cerritos",4192,"Reservoir",NA,"9.737016, -69.807301",156,"million m^3",NA
"1783","Barquisimeto GW",4193,"Groundwater",NA,"9.737016, -69.807301",NA,NA,NA
"1784","Rio Tocuya",4194,"River",NA,"10.353483, -69.876445",NA,NA,NA
"1785","Rio Claro",4195,"River",NA,"9.924780, -69.357911",NA,NA,NA
"1786","Milan GW",4196,"Groundwater",NA,"45.429133, 9.138937",NA,NA,NA
"1787","Capilano Reservoir",4197,"Reservoir",NA,"49.361339, -123.111000",NA,NA,NA
"1788","Seymour Reservoir",4198,"Reservoir",NA,"49.442108, -122.969194",NA,NA,NA
"1789","Coquitlam Reservoir",4199,"Reservoir",NA,"49.354457, -122.778539",NA,NA,NA
"1790","Venice GW",4200,"Groundwater",NA,"45.502303, 12.196100",NA,NA,NA
"1791","Fiume Sile",4201,"River",NA,"45.580880, 12.374864",NA,NA,NA
"1792","Maas River",4202,"River",NA,"51.816056, 4.882555",NA,NA,NA
"1793","Maas River - Haringvliet intake",4203,"River",NA,"51.811101, 4.112612",NA,NA,NA
"1794","Dune water - Ouddorp",4204,"Alluvial aquifer",NA,"51.814789, 3.921210",NA,NA,NA
"1795","Dune water - Haamstede",4205,"Alluvial aquifer",NA,"51.695842, 3.730022",NA,NA,NA
"1796","Brabantse Wal GW",4206,"Groundwater",NA,"51.417064, 4.452340",NA,NA,NA
"1797","Rotterdam GW",4207,"Groundwater",NA,"51.742353, 4.607050",NA,NA,NA
"1798","Basel GW recharged with Rhein R. water",4208,"Groundwater",NA,"47.574017, 7.607335",NA,NA,NA
"1799","Heidelberg GW",4209,"Groundwater",NA,"49.425966, 8.673632",NA,NA,NA
"1800","Sandstone sources",4210,"Alluvial aquifer",NA,"49.401871, 8.758991",NA,NA,NA
"1801","GW purchased from Kurpfalz Co.",4211,"Groundwater",NA,"49.490805, 8.473204",NA,NA,NA
"1802","GW purchased form Nackargruppe Asso.",4212,"Groundwater",NA,"49.450151, 8.600617",NA,NA,NA
"1803","Sagami Lake",4213,"Reservoir",NA,"35.614809, 139.195293",NA,NA,NA
"1804","Numamoto Dam",4214,"Reservoir",NA,"35.602385, 139.230027",NA,NA,NA
"1805","Doshi Dam",4215,"River",NA,"35.550360, 139.133088",NA,NA,NA
"1806","Miyagase Lake",4216,"Reservoir",NA,"35.542853, 139.247887",NA,NA,NA
"1807","Orange line intake",4217,"River",NA,"35.583486, 139.224621",NA,NA,NA
"1808","Sakawa River",4218,"River",NA,"35.273180, 139.164706",NA,NA,NA
"1809","Sagami River - Purple line",4219,"River",NA,"35.376301, 139.371192",NA,NA,NA
"1810","Sagami River - Pink line",4220,"River",NA,"35.421022, 139.371619",NA,NA,NA
"1811","Nakdong River",4221,"River",NA,"35.389557, 128.530235",NA,NA,NA
"1812","Nakdong riverbank",4222,"Alluvial aquifer",NA,"35.373025, 128.688032",NA,NA,NA
"1813","Norfolk GW",4223,"Groundwater",NA,"36.828219, -76.634254",NA,NA,NA
"1814","Lake Whitehurst",4224,"Reservoir",NA,"36.909828, -76.187870",NA,NA,NA
"1815","Little Creek Reservoir",4225,"Reservoir",NA,"36.905590, -76.167142",NA,NA,NA
"1816","Lake Lawson",4226,"Reservoir",NA,"36.888892, -76.166646",NA,NA,NA
"1817","Lake Smith",4227,"Reservoir",NA,"36.889269, -76.159844",NA,NA,NA
"1818","Lake Wright",4228,"Reservoir",NA,"36.881117, -76.196665",NA,NA,NA
"1819","River Severn",4229,"River",NA,"51.726903, -2.487375",NA,NA,NA
"1820","Bristol GW",4230,"Groundwater",NA,"51.488648, -2.592451",NA,NA,NA
"1821","Chew Magna Reservoir",4231,"Reservoir",NA,"51.366831, -2.622631",NA,NA,NA
"1822","Chew Valley Lake",4232,"Reservoir",NA,"51.350780, -2.617790",NA,NA,NA
"1823","Blagdon Reservoir",4233,"Reservoir",NA,"51.338731, -2.710828",NA,NA,NA
"1824","Cheddar Reservoir",4234,"Alluvial Aquifer",NA,"51.280799, -2.804662",NA,NA,NA
"1825","River Axe",4235,"River",NA,"51.214547, -2.675468",NA,NA,NA
"1826","Christchurch GW",4236,"Groundwater",NA,"-43.579081, 172.612123",NA,NA,NA
"1827","Loch Katrine",4237,"Lake",NA,"56.230418, -4.437777",NA,NA,NA
"1828","Midmar Dam",4238,"Reservoir",NA,"-29.495597, 30.201004",NA,NA,NA
